Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Miscellaneous foods;2535;cocoa powder sweetened nesquik;per 100g;;;FE, NHAEM, P, THIA, VITC, VITD, ZN;1591;376;6,5;5;5;0;;;3;2,9;1,8;1;0,1;0;0,1;0;79;75;4;0;6,5;0;;;0.0;160.0;850.0;38.0;170.0;113.0;17;0;17;0,81;1.0;7,6;2,5;0.0;0.0;0.0;0.0;;;;;;11;;;;0,1;;;;;;;;0,7;0,1;0,24;0;;0,6;7;7;0;95.0;0;0;0;0;0;0;0;0;0;0,76;0;1;0;0,03;0;0;0;0;0.0;0.0;0;0;0;0;0;1,01;0;0;0;0;0,09;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;cocoa   nesquik;1458;283.0;cocoa
Milk and milk products;2537;dessert made of custard, yoghurt & syrup;per 100g;Gebaseerd op Campina vanille en framboos.;;;325;77;83,3;3,4;0;3,4;;39.0;1,5;1,4;1;0,3;0;0;0;0;12,3;10,6;1,7;0;0;0;0,4;0,5;5.0;52.0;115.0;117.0;73.0;10.0;0;0;0;0,01;1.0;0,42;12;13.0;14.0;13.0;7.0;0.0;0.0;0.0;0.0;0.0;0;0;0;;0;0;0;0;0;0,7;0,2;0,5;0,03;0,14;0,03;0,31;0,7;0,1;8;8;0;1.0;0,05;0,03;0,02;0,04;0;0,05;0;0,16;0,01;0,41;0,01;0,14;0;0;0;0;0;0;0.0;0.0;0,03;0;0;0,02;0,02;0,27;0;0;0;0;0,02;0;0,01;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0,02;0;0;0;0.0;0;0.0;0;0,03;dessert  of , yoghurt &;1459;803.0;syrup
Milk and milk products;2539;custard soft & airy ;per 100g;Gebaseerd op Campina vanille, banaan, framboos en chocolade.;;;595;142;73,6;2,9;0;2,9;;;7,4;6,9;4,8;1,6;0,2;0;0,1;0,1;16;9,9;6;0;0,2;0;;;8.0;51.0;135.0;110.0;81.0;11.0;0;0;0;0,01;1.0;0,23;14;34.0;40.0;28.0;73.0;;;;;;0;0;0;0;0,1;;;;;;;;0,03;0,16;0,03;0,21;;0;4;4;0;2.0;0,24;0,16;0,1;0,2;0,01;0,27;0,01;0,79;0,07;2,1;0,04;0,68;0;0,01;0;0,01;0;0,01;0.0;0.0;0,14;0,02;0,01;0,08;0,11;1,38;0,01;0;0;0,01;0,1;0;0,03;0;0;0,03;0,01;0;0;0.0;0,01;0;0,01;0;0,01;0;0;0.0;0;0;0;0,01;0;0.0;0;0.0;0.0;0;0,01;0,12;0;0;0;0.0;0;0.0;0;0,17;& airy;1461;;
Soups;2540;soup noodle prepared;per 100g;Gem Unox, Nissin foods en Yum Yum, diverse smaken.;;;361;86;81,7;1,7;1,7;0;0;11.0;3,4;3,2;0,4;0,9;1,9;0;1,9;0;11,7;1,1;10,6;0;0,7;0;0;0,7;0.0;365.0;31.0;8.0;24.0;7.0;0,2;0;0,2;0,05;1.0;0,23;0,9;1.0;3.0;0.0;15.0;3.0;20.0;1.0;0.0;3.0;0;0;0;;1,6;1,6;0;0,1;0;0,9;0,9;0;0,01;0,01;0,015;0;0,5;0,3;2,2;2,2;0;0.0;0;0;0;0;0;0;0;0;0;0,23;0;0,11;0;0,01;0;0,02;0;0,01;0.0;0.0;0;0;0;0;0;0,92;0,01;0;0;0;1,89;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;noodle;1462;800.0;soup
Savoury snacks;2547;chinese noodle ball frozen unprepared;per 100g;;;;699;165;61,9;5,8;4,1;1,7;;;2,8;2,6;1,2;1;0,4;;;0,1;29;4;25;0;0,5;0;;;20.0;467.0;164.0;39.0;85.0;7.0;1,7;0,1;1,6;0,08;5.0;1,21;6;6.0;6.0;6.0;;;;;;;0,2;;;;2,2;;;;;;;;0,05;0,03;0,07;0,11;;1,1;6;6;0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;noodle;1464;;
Savoury snacks;2548;croquette meat ragout frozen unprep;per 100g;;CHOCAL, CHOCALOH, F18:3CN6, F20:2CN6, F20:3CN3, F20:3CN6, F20:5CN3, F21:0, F22:1CIS, F22:6CN3, F23:0, F24:1CIS, ID, TOCPHB, VITC;;782;187;62;7,6;3,2;4,3;1,2;83.0;8,7;8;3,8;3;1,2;0,1;1,1;0;18,9;1,7;17,3;0;1,5;0;;1,4;12.0;535.0;110.0;13.0;71.0;16.0;1;0,3;0,7;0,08;3.0;1,1;0;4.0;4.0;4.0;;;;;;;0;0;0;0;3,5;3,4;0;0,2;0,7;18,5;3,3;15,2;0,08;0,05;0,03;0,34;2,2;0,9;8,2;8,2;0;0.0;;;0,01;0,01;;0,04;;0,12;0,01;3,16;0,01;0,38;;0,03;0;0,01;0;0,01;;;;;;0,01;0,04;2,95;0,01;0;0;0,01;1,05;;;;;0,11;0;;0;;0;0;0,01;;0;;;;;;;0;0;;;;;;;0,01;;;;;;;;0,02;ragout  unprep;1465;276.0;meat
Savoury snacks;2549;spring roll frozen unprepared;per 100g;Gebaseerd op loempia's kip, kip/ham of groente.;;;642;152;66,9;6,1;4,6;1,5;;;4,5;3,8;1,2;1;1,3;;;0,3;21,2;2,5;18,7;0;1,3;0;;;99.0;400.0;143.0;34.0;81.0;16.0;1;0,1;0,9;0,09;3.0;0,73;2,1;8.0;9.0;6.0;20.0;;;;;;0,4;;;;1,2;1,1;0;0,1;1,6;;;;0,09;0,08;0,085;0,17;;0,7;13;13;0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spring;1466;;
Bread;2551;croissant ham and cheese;per 100g;;;;1577;377;28,4;11,2;7;4,2;1,3;39.0;20,6;19,4;11;5,5;1,8;0,2;1,7;0,5;35,7;3,8;31,9;0;2,1;0;0,1;1,9;37.0;512.0;135.0;83.0;138.0;19.0;0,7;0;0,7;0,1;5.0;1,03;2,2;27.0;29.0;25.0;28.0;0.0;1.0;0.0;0.0;0.0;0;0;0;;1,7;1,3;0,7;0,6;1,4;5,1;0,3;4,8;0,1;0,12;0,045;0,19;2,1;1,5;28,3;28,3;0;2.0;0,08;0,15;0,13;0,31;0;0,44;0;1,37;0,15;6,49;0,09;1,72;0;0,04;0;0,03;0;0,01;0.0;0.0;0;0;0;0,11;0,26;5,09;0,02;0;0;0;1,67;0;0;0;0;0,16;0;0;0;0.0;0;0;0;0;0;0;0;;0;0;0;0;0;0.0;0;;;0,02;0,01;0,47;0,04;;0;0.0;0;;;0,51;croissant ham  cheese;1467;62.0;cheese
Savoury snacks;2552;chicken sticks breaded frozen unprepared;per 100g;;;;1227;295;49,9;11,5;1,4;10,1;;;19,7;18,3;4,5;9,7;4;0,1;3,8;0,1;16,8;1,6;15,2;0;2;0;;;44.0;640.0;142.0;7.0;97.0;12.0;0,5;0,1;0,4;0,01;1.0;0,91;3,1;0.0;0.0;0.0;0.0;0.0;540.0;0.0;0.0;0.0;0;0;0;;2,2;;;;;0,1;0,1;;0,06;0,1;0,152;0,12;;0,2;6,6;6,6;0;0.0;0;0;0;0;0;0,02;0;0,3;0,01;2,32;0,03;0,82;0;0,25;0;0,42;0;0,2;0.0;0.0;0;0;0;0;0,09;9,32;0,19;0,01;0;0;3,75;0;0;0;0;0,12;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,03;0,33;0;;0,02;0.0;0;0.0;0;0,1;chicken sticks breaded;1468;2.0;bread
Savoury snacks;2555;viandel unprepared mora;per 100g;;;;1251;301;50,5;9,5;2,9;6,6;;2.0;21,3;19,8;7,6;6,5;5,2;0,6;4,7;0,4;17;1;16;0;1,5;0;;0,1;42.0;1000.0;159.0;12.0;101.0;13.0;0,7;0,1;0,6;0,06;2.0;0,99;3;1.0;1.0;1.0;0.0;0.0;40.0;0.0;0.0;0.0;0,2;;;;1,6;0,9;0,2;1,9;5,5;6,7;6,7;;0,08;0,09;0,114;0,11;0,5;0,4;9;9;0;1.0;0;0;0;0,01;0;0,03;0;0,41;0,02;4,33;0,06;2,54;0;0,09;0,01;0,04;0;0,02;0.0;0.0;0;0;0;0,01;0,28;6,13;0,1;0;0;0;4,57;0;0;0;0;0,53;0;0;0,04;0.0;0,01;0,01;0,02;0,01;0;0;0,01;0.0;0;0,02;0;0,01;0;0.0;0,01;0.0;0.0;0;0,05;0,3;0;0;0,03;0.0;0;0.0;0;0,1;viandel  mora;1470;;
Pastry and biscuits;2556;biscuit lu time out;per 100g;Gem van granenbiscuit naturel, melkchocolade, hazelnoot en speculaas.;;;2027;484;2,6;7,6;7,1;0,5;;;20,8;19,7;9,6;7,1;2,8;0,1;2,7;0,1;64,3;27,3;37;0;4,8;0;;;18.0;465.0;213.0;30.0;180.0;50.0;1,8;0;1,8;0,25;4.0;1,5;;0.0;0.0;0.0;;;;;;;0;0;0;0;1,5;;;;;;;;0,07;0,03;0,027;0;;0,3;11,6;11,6;0;0.0;0;0;0,02;0;0;0,08;0;0,2;0,02;8,32;0;0,85;0;0,08;0;0,04;0;0;0.0;0.0;0;0;0;0;0,04;7,04;0,06;0;0;0;2,67;0;0;0;0;0,1;0;0;0;0.0;0;0;0;0;0,02;0;0;0.0;0;0;0;0;0;0.0;0,03;0.0;0.0;0;0;0,03;0,07;0;0;0.0;0;0.0;0;0,06;lu time out;1471;485.0;biscuit
Fats and oils;2557;margarine 80% fat >24 g sat fa unsalted;per 100g;Gebaseerd op Albert Heijn plantenmargarine, Bebo Daily Gold, Bebo plantenmargarine, Bertolli en Wajang.;CU, FOL, FOLFD, NIA, RIBF, SE, THIA, VITB12, VITB6, VITC, ZN;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;2976;724;19,3;0,2;0,2;0;;;80,2;77;32,3;31,9;11,5;0,9;10,6;0,7;0,3;0,2;0,1;0;0;0;;;2.0;7.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;30;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,6;;;;;0,92;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;%  >24;1472;778.0;salt
Fats and oils;2558;margarine liq 80% fat <17g sat fa unsalted;per 100g;Gebaseerd op 1 De Beste Culinair bewust, Becel Olijf, G'woon Culinair bewust, Plus Culinair bewust en Vita dor bewust.;CU, FOL, FOLFD, NIA, RIBF, SE, THIA, VITB12, VITB6, VITC, ZN;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;3035;738;18;0;0;0;;;82;78,7;8,9;31,3;37,7;4,2;33,5;0,5;0,1;0,1;0;0;0;0;;;2.0;10.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;25,4;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,46;;;;;4,2;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;liq %  <;1473;778.0;salt
Fats and oils;2559;low fat margarine prod bewust light 30% fat <10g sat fa unsalted;per 100g;Gebaseerd op 1 De Beste bewust light, Becel light, Jumbo light en Plus bewust light.;;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;1131;275;68,6;0,1;0,1;0;;;30;28,8;6;9,6;14;3,9;12;0;1,1;0,2;0,9;0;0,3;0;;;1.0;10.0;15.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;8,1;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bewust  %  <10g;1474;778.0;salt
Soups;2561;soup thickened no filling;per 100g;;;;168;40;92,4;0,6;0,5;0,1;;1.0;3;2,8;1,8;0,7;0,2;0;0,2;0,1;2,7;0,3;2,4;0;0,1;0;0;0;7.0;367.0;14.0;5.0;8.0;1.0;0,1;0;0,1;0,03;0.0;0,05;0,8;29.0;30.0;28.0;15.0;0.0;7.0;0.0;0.0;0.0;0;0;0;;0,1;0,1;0;0;0;1;0,5;0,5;0;0,01;0,005;0,02;0,1;0;0,7;0,7;0;0.0;0,11;0,06;0,04;0,08;0;0,09;0;0,29;0,03;0,8;0,02;0,26;0;0;0;0;0;0;0.0;0.0;0,04;0,01;0;0,03;0,04;0,66;0;0;0;0;0,14;0;0;0;0;0,03;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0,02;0.0;0.0;0;0,02;0,05;0;;0;0.0;0;0.0;0;0,01;thickened;1476;800.0;soup
Fats and oils;2562;cooking fat liq 97% fat <17g sat fa unsalted;per 100g;Gebaseerd op Albert Heijn bewust, Becel Vlees & Jus, Culinella bewust.;FOL;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;3630;883;1,4;0,4;0,4;0;;;97,7;93,8;10,5;35,5;46,4;5,8;40,6;0,7;0,5;0,5;0;0;0;0;;;3.0;43.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;795.0;795.0;795.0;;;;;;;7,5;0;7,5;;23,9;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,63;;;;;5,8;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;liq 97%  <;1477;778.0;salt
Fats and oils;2563;cooking fat sol 97% fat >17g sat fa unsalted;per 100g;Gebaseerd op Becel Vlees & Jus en G'woon Bewust bak en braad.;;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;3620;880;1,6;0,4;0,4;0;;;97,3;93,4;31;20,2;41,8;3,8;38;0,5;0,7;0,7;0;0;0;0;;;3.0;16.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;21;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,97;;;;;3,79;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;sol 97%  >;1478;778.0;salt
Fats and oils;2565;margarine 80% fat <24 g sat fa unsalted;per 100g;Gebaseerd op Bebo.;CU, FOLFD, NIA, RIBF, SE, THIA, VITB12, VITB6, VITC, ZN;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;2960;720;20;0;0;0;;;80;76,8;15,4;22,1;38,4;4,2;34,2;1;0;0;0;0;0;0;;;2.0;0.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;33;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,18;;;;;4,22;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;%  <24;1479;778.0;salt
Fats and oils;2566;low fat marg 40% fat <17 g sat fa unsalted;per 100g;Gebaseerd op Bebo bio light en Bebo light.;;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD;1481;360;59,9;0;0;0;;;40;38,4;9,6;10,6;17,8;2;15,8;0,5;0;0;0;0;0,1;0;;;1.0;0.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;16;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,8;;;;;1,95;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;marg %  <;1480;778.0;salt
Fats and oils;2567;low fat margarine prod ah chol reducing;per 100g;Bevat 7,5g plantensterolen.;;CHOCAL, RETOL, VITA_RAE, VITA_RE, VITD, VITE;1302;317;64,4;0;0;0;;;35;33,6;7,2;17,3;9,1;1,3;8,3;0;0,2;0,2;0;0;0,4;0;;;1.0;0.0;42.0;10.0;23.0;2.0;0,1;0;0,1;0;0.0;0;1,5;800.0;800.0;800.0;;;;;;;7,5;0;7,5;;18;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,26;;;;;1,34;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;ah chol reducing;1481;961.0;margarine
Savoury sauces;2573;sauce garlic 20-<30% oil;per 100g;Remia.;;;1018;246;64,8;0,8;0;0,8;;;21;20;2;10,7;7;1,4;5,6;0;13,4;8,2;5,2;0;0;0;;;26.0;550.0;22.0;10.0;17.0;2.0;0,2;0;0,2;0,01;3.0;0,26;;5.0;5.0;5.0;;;;;;;0;0;0;0;6,6;;;;;;;;0,01;0,01;0,004;0,5;;0;4,5;4,5;0;0.0;0;0;0;0;0;0;0;0,02;0;1,38;0,02;0,4;0;0,1;0;0,08;0;0,04;0.0;0.0;0;0;0;0;0,04;10,3;0,26;0,08;0,02;0,02;5,63;0;0;0;0;1,4;0;0;0,02;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;garlic -<% oil;1486;259.0;garlic
Pastry and biscuits;2583;biscuit peanut;per 100g;Gem van Albert Heijn en Hellema.;;;2143;513;4,4;10,6;10,4;0,2;;88.0;28,4;27;8,5;12,3;3,8;0,1;3,7;0,1;51,8;24,8;27;0;3,6;0;;1,1;5.0;211.0;331.0;45.0;213.0;73.0;1,5;0;1,5;0,26;7.0;1,29;3,8;51.0;54.0;48.0;34.0;0.0;34.0;3.0;1.0;0.0;0,1;0;0,1;;3,3;2,7;0,9;0,2;2,7;0,8;0,5;0,3;0,08;0,06;0,06;0,02;6,5;5;22,1;22,1;0;0.0;0,1;0,06;0,07;0,09;0;0,37;0;0,5;0,03;5,36;0,02;1,26;0;0,16;0;0,3;0;0,18;0.0;0.0;0,01;0,01;0;0,02;0,06;11,81;0,28;0,09;0,01;0,01;3,68;0;0;0;0;0,1;0;0;0;0.0;0;0;0;0;0,01;0;0;0.0;0;0;0;0;0;0.0;0,02;0.0;0.0;0;0,01;0,07;0,01;;0;0.0;0;0.0;0;0,03;peanut;1492;287.0;peanut
Savoury sauces;2588;gravy 25% fat clear prep wo gravy instant powder;per 100g;;;;902;219;75,4;0,1;0,1;0;;;24,2;23,3;2,4;11,5;9,2;1,6;5,3;0,1;0,2;0,2;0;0;0;0;;;1.0;100.0;11.0;6.0;6.0;1.0;0;0;0;0,01;0.0;0;0,7;163.0;163.0;163.0;0.0;0.0;0.0;0.0;0.0;0.0;1,9;0;1,9;;6;;;;;0;0;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;%;1493;;
Sugar, sweets and sweet sauces;2595;candybar kitkat;per 100g;Gem van Kitkat chunky, 2 finger, 4 finger, 4 finger dark en senses.;F12:1CIS, F18:3CN6, F20:2CN6, F20:3CN3, F20:5CN3, F22:1CIS, F22:2CN6, F22:4CN6, F22:5CN3, F22:6CN3, F24:1CIS, F4:0;;2174;520;1,5;7,1;6,1;1;;77.0;27,7;26,6;17;7,6;1,2;0,1;1,1;0,5;59;48,6;10,4;0;3;0;;1,6;7.0;84.0;405.0;86.0;178.0;53.0;2,4;0;2,4;0,47;4.0;0,99;8,1;23.0;25.0;21.0;20.0;4.0;35.0;8.0;1.0;0.0;0;0;0;;1,6;1;0,5;0,2;4,8;;;;0,08;0,15;0,029;0,29;2,1;0,8;13,3;13,3;0;1.0;0;0,09;0,23;0,24;;2,58;0,01;1,18;0,06;6,98;0,08;5,3;;0,19;;0,04;;0,02;;;;0,01;0;0,03;0,09;7,43;0,03;0;0;;1,08;;;;0,03;0,09;0;;0;;;0;0,01;;0;;0;;;0;;0;0;;;;;;;;;;;;;;0,54;;kitkat;1494;959.0;candy bar
Savoury sauces;2605;salad dressing olive oil-vinegar;per 100g;;;;2497;607;30,8;0,4;0,4;0;;;66,4;63,8;9,9;47,9;5,9;0,6;5,3;0,1;0,5;0,3;0,2;0;0,1;0;1,8;;0.0;60.0;18.0;4.0;6.0;5.0;0,1;0;0,1;0,02;1.0;0,08;0,1;2.0;3.0;0.0;18.0;0.0;;;1.0;;0;0;0;;3,4;;;;;35,6;35,6;0;0,01;0;0,003;0;;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;7,56;0,06;1,85;0;0,26;0;0,07;0;0,06;0.0;0.0;0;0;0;0;0,64;47,04;0,16;0,08;0,01;0;5,26;0;0;0;0;0,42;0;0;0;0.0;0;0;0;0,19;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,06;0;0;;0;0.0;0;0.0;0;0,07;olive oil-vinegar;1495;307.0;olive
Herbs and spices;2606;mix for marinade powder unprepared;per 100g;Gebaseerd op Knorr en Conimex.;;;1202;285;31,7;8,4;8,4;0;;;4,3;4,1;0,8;1,9;1,4;0,1;1,2;0;50,5;24,8;25,8;0;5,1;0;;;;9565.0;1180.0;200.0;260.0;95.0;4,4;0;4,4;;;1,5;;0.0;0.0;0.0;;;;;;;0;0;0;0;;;;;;;;;0,13;0,26;0,24;0;;3,2;0;0;0;36.0;0;0;0;0;0;0;0;0,01;0;0,64;0;0,14;0;0,02;0;0,01;0;0,01;0.0;0.0;0;0;0;0;0,01;1,86;0,02;0;0;0;1,25;0;0;0;0;0,14;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;marinade;1496;;
Alcoholic beverages;2610;wine rose;per 100g;;CARTBTOT, FOL, FOLFD, SE, THIA, VITA_RAE, VITA_RE, VITB12, ZN;;297;71;87,3;0,1;0,1;0;;;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;8,7;;;0.0;4.0;75.0;12.0;6.0;7.0;1;0;1;0,02;0.0;0;;0.0;0.0;0.0;0.0;;;;;;0;0;0;0;0;0;0;0;0;;;;0;0,01;0,02;0;;0,1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;wine rose;1499;32.0;wine
Savoury sauces;2611;sauce joppie;per 100g;Elite.;;;1437;346;48,4;0,8;0,8;0;;;28;26,6;2,7;14,3;9,4;1,9;7,5;0;22,8;12,1;10,7;0;0;0;;;19.0;559.0;45.0;8.0;17.0;2.0;0,2;0;0,2;0,01;2.0;0,11;2,5;23.0;39.0;7.0;192.0;;;;;;0,1;;;0;5;4,1;0,2;1,6;7,7;;;;0,01;0,01;0,004;0;;0;0;0;0;0.0;0;0;0;0;0;0;0;0,03;0;1,84;0,03;0,53;0;0,13;0;0,11;0;0,05;0.0;0.0;0;0;0;0;0,06;13,73;0,34;0,1;0,03;0,03;7,51;0;0;0;0;1,86;0;0;0,03;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;joppie;1500;777.0;sauce
Savoury sauces;2612;tapenade olive;per 100g;Gem van diverse merken.;;;1337;324;57,4;1,8;1,4;0,4;0;1.0;32,2;30,9;4,3;17,5;9,1;0,2;8,9;0;5,2;4,5;0,7;0;3,3;0;;0,2;1.0;1010.0;121.0;37.0;18.0;16.0;1,2;0;1,2;0,15;1.0;0,17;0,6;20.0;39.0;0.0;228.0;0.0;310.0;0.0;11.0;1910.0;0;0;0;;8,2;6,3;0;0;0;9,2;9,2;0;0,02;0,01;0,04;0,01;0,5;0,5;4;4;0;1.0;0;0;0;0;0;0;0;0,01;0;2,99;0,02;0,99;0;0,1;0;0,11;0;0,04;0.0;0.0;0;0;0;0;0,2;17,29;0,06;0;0;0;8,87;0;0;0;0;0,12;0;0;0;0.0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0,01;0.0;0;0.0;0.0;0;0,02;0;0;0;0;0.0;0;0.0;0;0,03;tapenade olive;1501;307.0;olive
